SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,len_smiles,dataset,method,sa_score,sc_score
O=C(NCc1cccnc1OC1CCCC1)c1ccco1,1,1,0.992435872554779,111.0,30,moses,vae,2.1697843152212517,2.838679993014241
CC(C)OC(=O)CN1C(=O)COc2cc(N)ccc21,1,1,0.9924658536911012,27.0,33,moses,vae,2.325249535240493,3.2521454915494568
CCCCc1cc(NC(=O)c2cc(C)n(CC)n2)sc1C,0,11,0.0,-1.0,34,moses,vae,2.572951047487873,4.052803791776245
Cc1nc(Nc2ccccn2)cc(C2CCN2S(C)(=O)=O)n1,0,11,0.0,-1.0,38,moses,vae,3.122012284185521,3.605461865508349
COCc1ccccc1NC(=O)CCc1ccsc1,1,4,0.9099179958352671,32.0,26,moses,vae,1.9584867057622795,2.909899271381085
COC(=O)c1ccc(C#Cc2ccccc2C(=O)OC)o1,1,3,0.9971739864450008,13.0,34,moses,vae,2.4140822123487276,2.239380629397879
CCCn1nc(C(=O)Nc2cccn3nc(C4CC4)nc23)cc1C,0,11,0.0,-1.0,39,moses,vae,2.616625337926669,4.44131678249955
Cc1ccc(Oc2c3c(nc4ccccc4c2=O)CCNC3=O)o1,0,11,0.0,-1.0,38,moses,vae,2.8749257805786463,3.886374964619966
NC(=O)CN(C(=O)C1CC(=O)Nc2ccccc21)C1CCCC1,1,3,0.981313824106688,133.0,40,moses,vae,2.882912903064792,3.80544202586132
CC(C)N(C(=O)C(C)S(=O)(=O)c1ccc(F)cc1)C1CCC1,1,4,0.9026604309033373,25.0,43,moses,vae,2.7972537490610225,2.745643595331255
Cc1nn(C)c(C)c1NC(=O)COc1ccc(C(F)(F)F)cc1,1,1,0.9999651908874512,91.0,40,moses,vae,2.0242628498969104,3.116781857928991
CS(=O)(=O)N1CCCC1c1ccnc(Nc2cnccn2)n1,0,11,0.0,-1.0,36,moses,vae,3.150228625908314,4.040653923810104
Cc1ccoc1C(=O)NC1(CO)CCC(C)CC1,1,4,0.12127997597307692,97.0,29,moses,vae,2.7175551182996074,2.797470830502073
CC(C)C(=O)N1CCC2(CCC(=O)N2Cc2cccnc2)CC1,0,11,0.0,-1.0,39,moses,vae,3.0191441456683403,4.315090818777007
O=C(NCc1cccc(Cl)c1)c1cc2ccccc2oc1=O,1,1,0.9999665021896362,6.0,35,moses,vae,1.817343137406537,2.8026129835996536
CCOc1cc(C#N)ccc1OCC(=O)NC1CCCC1,1,1,0.99982088804245,101.0,31,moses,vae,1.9651013127398596,2.771932186703166
COc1ccc(C(NC(=O)c2n[nH]c(=O)[nH]2)C(C)C)cc1,1,5,0.14345160212929328,75.0,43,moses,vae,2.926028919468239,2.9516339961768674
COc1cccc(C(=O)NCC2CCN(S(C)(=O)=O)CC2)c1F,1,2,0.9993994732806328,18.0,40,moses,vae,2.172768344402405,3.604235885860172
Cc1nc(CC(=O)Nc2ccccc2S(N)(=O)=O)sc1C,1,4,0.9558017173726461,16.0,36,moses,vae,2.229257385614357,3.1180929383770932
CCN1C(=O)C(CC(=O)N2CCCCC2)Sc2ncccc21,0,11,0.0,-1.0,36,moses,vae,2.9175253292050165,4.210628674220414
COc1ccc(C(O)CNc2ccccc2)cc1N,1,5,0.9560872400787696,8.0,27,moses,vae,2.3243520144438765,2.883045821304567
C#CCN1CCN(CC(=O)N(CCC)c2ccccc2)CC1,1,2,0.9774864979563426,48.0,34,moses,vae,2.2342024780658782,3.1193349763549523
Nc1nc(-c2ccc(F)cc2)c2c(n1)CCCC2,1,2,0.9995436072349548,3.0,31,moses,vae,2.1109065502522704,3.3044427216769465
CCCSc1nnc(NS(=O)(=O)c2ccccc2)s1,1,1,0.9999672174453736,58.0,31,moses,vae,2.0908335589091323,3.022126895162614
CC(C(=O)c1ccc2c(c1)NCCO2)N1CCN(c2ccccc2)CC1,1,3,0.9246802991886494,6.0,43,moses,vae,2.6945795239457713,3.81206523926494
Cc1ccc(C)c(NC(=O)CC2C(=O)N=C(N3CCOCC3)N3)cc1,-1,11,-1.0,-1.0,44,moses,vae,0.0,1.1742103122535654
CN(CCCc1ccccc1)C(=O)C1CC(=O)N(Cc2ccco2)C1,1,2,0.99403673081369,50.0,41,moses,vae,2.6316081532498465,3.642918345786464
CCC1CCCC(NC(=O)CCNC(=O)C2CC2)C1,1,3,0.8938239133850578,7.0,31,moses,vae,2.7421889682016687,3.7923403813009435
Cc1occc1-c1nc(C2CCCN2C(=O)NCc2ccco2)no1,1,4,0.9758160197014728,103.0,39,moses,vae,3.086560208044369,4.193914834685067
COc1nc(C)ccc1CNc1ccc(F)cc1F,1,2,0.8104196269557917,6.0,27,moses,vae,2.0571354457015865,2.9489499210876042
Cc1ccc(NC(=O)c2cccc(N)n2)cc1Cl,1,1,0.997725546360016,5.0,30,moses,vae,1.8725963490688375,2.8707683876713372
Cc1ccc(C(=O)NCCCc2ccc(Cl)cc2)n1C,1,2,0.9510995739697848,165.0,32,moses,vae,1.9643034327540754,3.392593946323136
Cc1cc(NC(=O)CNC(=O)NCc2ccccc2)on1,1,3,0.9657988030136992,19.0,33,moses,vae,2.028913620432169,2.923349416935312
Cc1ccc(-c2ncc(C(=O)NCCCO)c(=O)[nH]2)cc1,1,3,0.980216549396499,26.0,39,moses,vae,2.100670999832431,3.200566412514019
COc1cc(C(C)=O)ccc1OC(=O)CCc1cccc(F)c1,1,2,0.9944033804685332,23.0,37,moses,vae,1.8472960229738344,2.4604702933777873
Cc1ccnc(NC(=O)CCc2cnn(-c3ccccc3)c2)c1,1,3,0.9718301955130836,75.0,37,moses,vae,2.0646688200461636,3.4751032249414124
Cc1ccc(C2CC(c3ccccc3)Nc3nnnn32)cc1,1,3,0.996164059968432,3.0,34,moses,vae,3.2762107749642784,3.2107717513644523
CCc1ccc(C(=O)NCCCNS(C)(=O)=O)o1,1,4,0.9927380007633348,9.0,31,moses,vae,2.2072992564471736,3.6408699336841766
O=C(NCCCc1nc2ccccc2s1)c1cnccn1,1,1,0.9999425411224364,99.0,30,moses,vae,2.135264960382541,3.7297805604394063
NC(=O)OCCOC(=O)c1cc(F)ccc1F,1,2,0.9983862150753849,9.0,27,moses,vae,2.023734140368985,2.5241015177314923
CN(CC1CC1)C(=O)NCc1cccnc1OCC(F)(F)F,1,2,0.9905721540985812,90.0,35,moses,vae,2.425913357186758,3.7404814484976203
Cc1ccc(CNC(=O)c2ccc3c(c2)CCN3S(C)(=O)=O)cc1,1,2,0.9994818849583496,38.0,43,moses,vae,1.9514153527845064,3.9321660850689373
COc1ccc(NC(=O)Cn2cc(C#N)c3ccccc32)cc1OC,1,1,0.9998528957366944,87.0,39,moses,vae,2.012618516783359,3.5541787795995767
CCCS(=O)(=O)N1CC(=O)N(c2cc(C)ccc2C)CC1C,1,8,0.6690795920917558,24.0,39,moses,vae,2.942485619761918,3.9195406230764753
O=C(c1ccccc1-n1cccn1)N1CCC(CO)CC1,1,2,0.9959262836963064,67.0,33,moses,vae,2.1201606443918166,3.122049159378804
Brc1cc2c(cc1CSc1ncn[nH]1)OC(CO)C2,1,9,0.01096207009203872,198.0,33,moses,vae,3.3149150913669523,3.932482637956719
COc1cccc(NCc2cccc(OC)c2OC)c1,1,1,0.9996647834777832,10.0,28,moses,vae,1.704632394581722,2.493487177955191
O=C1CN(Cc2nnnn2-c2ccccc2)CCN1,1,2,0.9926724737562084,17.0,29,moses,vae,2.242863778689351,3.405792518736339
CC(C)c1csc(NC(=O)c2cc(-c3ccccc3)[nH]n2)n1,1,1,0.9999991655349731,98.0,41,moses,vae,2.26365082971423,3.646535350301554
CC(NC(=O)c1cc(Cl)ccc1Cl)c1cccnc1,1,1,0.999992609024048,68.0,32,moses,vae,2.2383682698865464,3.1404456695954113
COC(=O)c1ccc2ncc(NCc3cccs3)c(=O)n2c1,1,5,0.7884183813034276,104.0,36,moses,vae,2.4278024780658782,3.1598398378303227
CCS(=O)(=O)c1ccc(CCC(=O)N2C(C)CCCC2C)cc1,1,4,0.6482843813044487,15.0,40,moses,vae,2.8644724992889703,3.145226915074226
CC(C)CC(=O)N(Cc1cnc2ccccn12)C1CC1,1,2,0.999362748532242,60.0,33,moses,vae,2.4915674437430866,3.7875036463608356
O=C(NCc1cccnc1)c1cn(-c2cccc(Cl)c2)nn1,1,2,0.9988264294267424,92.0,37,moses,vae,2.099328164879065,3.72678651220988
COc1ccccc1OC(=O)C(C)Oc1ccc(F)cc1F,1,1,0.9813442230224608,99.0,33,moses,vae,2.3049883448778665,2.4549639247738355
COCc1cc(C(=O)Nc2cc(Cl)ccc2C(=O)NC)n[nH]1,1,5,0.9021431663589108,115.0,40,moses,vae,2.284710999053086,3.4690836452706058
O=C(CSc1ccncc1)N1CCc2sccc2C1,1,1,0.9998281002044678,97.0,28,moses,vae,2.361490701766275,3.433308761727097
O=C(CCC(O)c1ccc(F)cc1)N1CCc2ccccc21,1,2,0.7861520009039681,6.0,35,moses,vae,2.4168264281061145,3.1588538533775585
CC(=O)Nc1cccc(Nc2ncccc2CO)c1,1,2,0.8482720771326058,2.0,28,moses,vae,1.9800309948065689,2.627136648897804
CC1CCC(NC(=O)c2nnc3cccnn23)CC1,1,3,0.14721568307004088,92.0,30,moses,vae,2.534980132335706,3.5056193014882937
CCc1onc(C)c1NC(=O)COc1ccccc1OC,1,9,0.10933274158799508,13.0,30,moses,vae,2.1676230206929255,3.0695647516593487
O=C(c1cc(F)cc2[nH]cnc12)N1CCOC(c2ccccc2)C1,1,4,0.6393833250715141,116.0,42,moses,vae,2.849562028755532,3.769593624438272
Cc1nc(C)c(C(=O)N2CCOC(CCc3ccccc3)C2)o1,1,6,0.6142206800661718,93.0,38,moses,vae,2.8283547320050815,3.943558453703086
O=C(OCc1nc2ccccc2[nH]1)c1cccc2cn[nH]c12,1,1,0.9943008422851562,76.0,39,moses,vae,2.2872890376601305,3.282195390238387
CCCS(=O)(=O)N1CCCCc2ccccc21,1,1,0.9986106157302856,73.0,27,moses,vae,2.036469466455941,3.016164978647667
CCOC(=O)Nc1nc2c(s1)CN(CC(=O)NC)CC2,1,7,0.04093037869785825,79.0,34,moses,vae,2.4308298063804497,3.733287792276851
COc1cc(COC2C(=O)CCC2(C)C)cc(OC)c1OC,1,3,0.4968009266560539,38.0,35,moses,vae,2.931083351183039,2.8387173292784222
O=C(CCN1CCOC2CCCCC21)NCCc1cccc(F)c1,1,6,0.8269868272370319,19.0,35,moses,vae,2.9392650907447155,4.183827435437873
COC(=O)C(N)c1ccc(OC)c(Br)c1,1,2,0.860072007928327,30.0,27,moses,vae,2.51331157433866,2.2306270349943484
CC(c1ccc(-n2cncn2)cc1)N(C)Cc1ccc(F)cc1,1,3,0.9900736390676866,6.0,38,moses,vae,2.5201666201169672,4.107451619802065
COCCOCC(=O)Nc1cc(Cl)c(OC)cc1Br,1,2,0.8661527653162082,41.0,30,moses,vae,2.079807819264161,2.5629222131162477
Cc1ccc(-n2ncc(C(=O)NC(C)Cc3ccccc3N)c2C)cc1,1,4,0.1706056916114434,88.0,42,moses,vae,2.5618322442607866,3.7976928059405037
O=C1Cc2cc(NS(=O)(=O)c3ccc(F)c(Cl)c3)ccc2N1,1,1,0.9999477863311768,73.0,42,moses,vae,2.163681995269986,3.23181980095203
CSc1nnc(SCC(=O)NCC2CCCCC2)s1,1,1,0.9998781681060792,93.0,28,moses,vae,2.322738733734308,3.341935528053268
COc1ccc(CNC(=O)NCC(O)c2cn(C)c3ccccc23)cc1,1,3,0.8761698325128372,17.0,41,moses,vae,2.5460155125659707,3.675428939999971
CCC(C)NC(=O)C(C)NC(=O)c1ccccc1OC,1,3,0.9913025398877556,5.0,32,moses,vae,2.4318118916699447,2.7702655868099875
Cc1cc(C)cc(N2CC(C(=O)NC(C)(C)C)CC2=O)c1,1,4,0.31409957451422266,9.0,39,moses,vae,2.5972469660768027,3.240320651786481
COc1cccc(-c2cc(C(F)F)n3ncc(C#N)c3n2)c1,0,11,0.0,-1.0,38,moses,vae,2.483218642546559,3.586347012343706
COC1CCCC1OC(=O)C(c1ccccc1)N1CCCCC1=O,1,7,0.20396236938769075,26.0,36,moses,vae,3.3429606849591718,2.9833039076356878
Cc1nc(NC(=O)C2CC(=O)N(Cc3ccccc3)C2)sc1C,1,1,0.9997132420539856,10.0,39,moses,vae,2.508199766970117,3.4907263895840144
COc1ccc(C(=O)NCC2C(=O)N=C(C)C=C2C)cc1,1,2,0.16247181861784646,4.0,37,moses,vae,2.9451222881685037,3.0587749217556155
CCCCNC(=O)CS(=O)c1ccc(C(=O)c2ccccc2)cc1,1,3,0.9460635386662712,50.0,39,moses,vae,2.5386336124659366,2.992635261540327
Cc1cc(CN(C)CC(O)c2ccc3c(c2)CCCC3)no1,1,3,0.5146608579729741,75.0,36,moses,vae,2.8514549995346865,3.9025596607280204
CCN1CC(C(=O)NC(C)c2ccccc2C)CC1=O,1,1,0.9996429681777954,104.0,32,moses,vae,2.7272204697585227,3.6420336641916577
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1nnc(NC2CC2)s1,1,2,0.9976189899925672,90.0,38,moses,vae,2.1591322775377755,3.8567436923762908
COc1ccccc1CC1(c2cccc(Cl)c2)NC(N)=NC1=O,0,11,0.0,-1.0,38,moses,vae,3.16520615750266,3.3238629469817704
CNC(=O)c1cccc(NC(=O)CCSc2ccccc2)c1C,1,1,0.9991841912269592,113.0,35,moses,vae,1.8523000096602242,2.907919053214756
O=C(CC(F)(F)F)Nc1ccc(C(=O)N2CCOCC2)cc1,1,1,0.9998875856399536,59.0,38,moses,vae,1.9683604315877652,3.184399910448215
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)C1CC=CC1,1,1,0.9989657402038574,29.0,39,moses,vae,2.2161909888532225,2.9717623281287278
CC(C)(C)c1cc(=O)n2c(n1)SCC2CC(=O)NCC1CCCO1,0,11,0.0,-1.0,42,moses,vae,3.528924690547898,3.8595517676017344
Cc1cn(CCNC(=O)c2cc3c(nc4sccn43)[nH]2)nn1,0,11,0.0,-1.0,40,moses,vae,3.1073411456482942,4.577968926562463
O=C(NCc1ccsc1)N(CCO)C1CCCCC1,1,2,0.9856403648674216,71.0,28,moses,vae,2.3369574749930493,3.1504320701353308
COc1cccc(COc2cc(C)c(NC(C)=O)c(C)c2)c1OC,1,2,0.987246827193875,22.0,39,moses,vae,2.0350104263676414,2.991929807688668
Cc1nc(COC(=O)c2cc(S(C)=O)c(C)o2)sc1C,1,3,0.9563863278431194,51.0,36,moses,vae,3.4685086099005398,3.1722086310058755
NC(=O)COC(=O)c1ccc(C2CCCCC2)cc1,1,1,0.9973464012145996,14.0,31,moses,vae,1.820448943524518,2.561550923176475
Cc1cc(NC(=O)CS(=O)(=O)c2ccc(Cl)cc2)c(C)o1,1,3,0.7675228568993622,55.0,41,moses,vae,2.2547586001892537,3.0846143616951123
Nc1nonc1-c1nnc(-c2ncccn2)c(=O)[nH]1,0,11,0.0,-1.0,35,moses,vae,3.0596713211468947,3.359391939348168
COCc1ccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)cc1,1,2,0.9915085600160154,41.0,40,moses,vae,1.995085745166488,3.2481609442302366
CCc1ccc(CNc2cccc(Cn3nc(C)nc3C)c2)o1,1,3,0.9970552345036394,39.0,35,moses,vae,2.3903614512955134,3.9840599995724255
Cc1cccnc1NC(=O)NC(C)C(=O)NC1CC1,1,2,0.5601928377805052,25.0,31,moses,vae,2.5041807126687274,3.2600641545153053
C#CCN1C(=O)C(Cc2cccc(C)c2C)Cn2c1=O,-1,11,-1.0,-1.0,34,moses,vae,0.0,1.1742103122535654
O=C(COc1ccccc1)Cc1ccc(F)cc1F,1,2,0.9992963807847844,19.0,28,moses,vae,1.797664328139902,2.5661891554741434
CN(C)C(=O)Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)cc1,1,1,0.9999818801879884,53.0,44,moses,vae,2.025093643150859,3.6216943845818057
CCc1onc(C)c1NC(=O)CCC1=CC2N=C(C)N=C2C(=O)C1C,0,11,0.0,-1.0,44,moses,vae,4.390981669132964,4.176630205443567
O=C1Cc2cc(NC(=O)c3cccc(-c4ccoc4)c3)ccc2N1,1,2,0.9995867623174846,99.0,41,moses,vae,2.2299248919021064,4.228880995628636
CC(C)(C)c1cc(OC2CC2)cc(OC(C)(C)C)n1,1,9,0.2416238190205625,8.0,35,moses,vae,2.6525732512168254,2.6641363491368453
Cn1ccnc1C(=O)NCC12CC3CC(CC(C3)C1)C2,1,1,0.9994812607765198,85.0,35,moses,vae,3.7759599393261905,3.2679976358593965
CCC1CCCCN1C(=O)c1cc(=O)c2ccccc2[nH]1,1,1,0.98093843460083,57.0,36,moses,vae,2.5768474605822984,3.6616979161981744
CC(C)n1c(=O)n(CC(=O)NC2CC2)c2cccnc21,1,3,0.9293045728288654,104.0,36,moses,vae,2.342089221964864,3.8085258996360625
CC(=O)N1CCCC1C(=O)Nc1ccccc1OC(F)(F)F,1,1,0.9998925924301147,6.0,36,moses,vae,2.4841687357984235,3.4775658286775633
Cn1nccc1C(=O)N1CCN(CCc2ccccc2)CC1,1,1,0.9999831914901732,17.0,33,moses,vae,1.9673007610329094,3.024171894000924
Cc1ccc(C(=O)N2CC(c3nc(C)no3)C2)cc1C,1,2,0.994827525563636,16.0,35,moses,vae,2.1492601310557724,3.633798470091406
Cc1nn(C)c(C)c1-c1cc(C(=O)N2CCC2)[nH]n1,1,5,0.9984754291683094,135.0,38,moses,vae,2.439001014530435,3.7295265644012128
Nc1cnc(CCc2cccc(Cl)c2Cl)nc1,1,3,0.9216060888732884,22.0,27,moses,vae,2.3440502356867103,3.062877314973578
Cc1ccccc1NC(=O)NCCc1cn(C)c2ncccc12,1,3,0.9419771010492678,67.0,34,moses,vae,2.0797607519948116,3.8847900069073624
COCC(=O)N1CCCN(c2ncc(S(N)(=O)=O)s2)CC1,1,6,0.9835493406174624,38.0,38,moses,vae,2.491564310087343,4.0223106307679775
COc1ccccc1Oc1ccc(CNC(=O)C2CCC(=O)N2)cn1,1,3,0.9797834050838994,6.0,39,moses,vae,2.6363466147883106,3.531993336269
CCc1nc(C)c(C(=O)N2CCCC(c3noc(C)n3)C2)o1,1,6,0.2346529244752396,41.0,39,moses,vae,3.2049864777339065,4.86187280041454
O=C(NC1CC1)C1CC1c1ccccc1C(F)(F)F,1,2,0.9987717012461416,43.0,32,moses,vae,2.8610212725446402,2.9789186374068715
COC(C)C(=O)N1CCN(c2ccc3cccc(O)c3n2)CC1,1,7,0.9488049735599664,27.0,38,moses,vae,2.6822927847215947,3.2449333906697766
Cc1nnc2sc(-c3ccc(F)cc3N)nn2c1=O,1,3,0.9975584489962984,11.0,31,moses,vae,2.5635728912748803,3.6689874402104454
CCOc1cccc(NC(=O)NCc2cc(C)no2)c1,1,4,0.9553731045460424,71.0,31,moses,vae,1.9793838115857696,3.3066378105831227
CC(C1CC1)N(CCC#N)C(=O)c1ccc(CN2CCCC2=O)cc1,1,5,0.9702595395099219,68.0,42,moses,vae,2.838737384019078,4.234714680753537
CN1CC(C(=O)NC(C)(C)c2cccc(Cl)c2)CC1=O,1,1,0.9949776530265808,156.0,37,moses,vae,2.8155265586184886,3.393877953023184
COCCN1CCCC2(CCN(C(=O)c3cnc(C)cn3)C2)C1=O,1,10,0.8491559455006106,36.0,40,moses,vae,3.5114326109871055,4.623486326466024
Cc1cccc(C(=O)OC(C)C(=O)N2CCN(C(=O)C3CC3)CC2)n1,1,4,0.9967998742932379,12.0,46,moses,vae,2.607605143216402,3.883043039015861
COC(=O)c1nc2nccc(-c3ccccc3)n2n1,1,2,0.9881723697390256,29.0,31,moses,vae,2.1808836288392026,2.9234026157121913
Cc1ccc(C(=O)N2CCC(CNC(=O)OC(C)(C)C)CC2)cc1C,1,1,0.9999994039535522,13.0,43,moses,vae,2.009608928484335,2.910111726748829
CCCCNC(=O)COC(=O)c1cccc(N)c1,1,1,0.9683840274810792,50.0,28,moses,vae,1.7534640413765317,3.1073807396653814
CCOc1ccc2nc(NC(=O)CC(F)(F)F)sc2c1,1,1,0.999995231628418,16.0,33,moses,vae,2.1603697814054232,3.2023702212395295
Cn1ccc(C(=O)N2CCCC3(CC(Nc4ccccc4)CO3)C2)n1,0,11,0.0,-1.0,42,moses,vae,3.811913768320064,4.0419705036019575
Cc1cccc(C(C)C)c1NC(=O)NCCC(=O)N1CCCC1,1,1,0.9999986886978148,114.0,37,moses,vae,2.0151114075892185,3.596876436500081
Cc1ccc(-c2noc(CN3CCOC(C)C3)n2)cc1,1,1,0.9999961853027344,89.0,33,moses,vae,2.5185854445601326,3.952086844976945
Cc1cccc(C)c1OCCCC(=O)Nc1nccs1,1,1,0.9979165196418762,37.0,29,moses,vae,2.0249425160392107,2.9972996420851636
Cc1noc(C)c1CNc1nc(-c2ccsc2)no1,1,5,0.6513779164596838,118.0,30,moses,vae,2.7082861463217203,3.994995504826243
Cc1nc(N(C)C)cc(N2CCN(CC(=O)N3CCCC3)CC2)n1,1,1,0.9998899698257446,118.0,41,moses,vae,2.312836650143865,4.24625512846978
CCCOC(=O)CSc1nc(-c2ccccc2)cn1C,1,2,0.27351490821729385,146.0,30,moses,vae,2.181000815634352,3.1915942731842053
O=C(NCCCOCC1CC1)c1ccc(Cl)cc1O,1,3,0.995751420477752,7.0,29,moses,vae,2.030378406514357,3.619560664156455
Cc1cccc(C(=O)N2CCOCC2c2c(C)nn(C)c2C)n1,1,3,0.18013986632508824,99.0,38,moses,vae,3.050888516970115,4.0719791624731005
CCc1onc(C)c1NC(=O)CC(C)C1CCCC1,-1,11,-1.0,-1.0,30,moses,vae,3.1026007807718887,3.472948647712579
COc1cccc(OC)c1C(=O)N1CCCC(C)C1,1,1,0.990141212940216,10.0,30,moses,vae,2.297721245213106,2.8756706202135387
O=C(Cc1cn2ccsc2n1)N1CCN(c2cnccn2)CC1,1,1,1.0,123.0,36,moses,vae,2.550787284286052,3.960338342390943
Cc1nnc(C(C)Nc2ccc(Oc3cccc4cccnc34)cc2)o1,1,6,0.4280633689790048,4.0,40,moses,vae,2.734028309370874,4.662834459376777
NS(=O)(=O)c1cccc(S(=O)(=O)Nc2ccccc2F)c1,1,2,0.2892139904662372,2.0,39,moses,vae,1.8567229726588899,2.5455618332257792
Cc1cccc(C)c1NC(=O)c1cc(NC(=O)c2ccco2)n(C)n1,1,5,0.4828517874313716,22.0,43,moses,vae,2.232212554857961,3.6044632709191715
COc1ccc(CNCC(=O)N2C(C)CCCC2C)cc1,1,2,0.9994460477607064,7.0,32,moses,vae,2.7298133368758215,2.73384929611301
CN(CCC(F)(F)F)C(=O)CSc1ccc2c(c1)CCC2,1,4,0.9835295951828976,30.0,36,moses,vae,2.40846112706347,3.3628506562981557
CCn1cnnc1C1CCN(C(=O)NCCCc2ccccc2)CC1,1,4,0.9975668697616776,146.0,36,moses,vae,2.282296125533861,4.376218618550897
Cc1cc(COc2cccc(C(=O)NC3CC3)c2)on1,1,2,0.9990564739417208,106.0,33,moses,vae,1.9821870504521648,3.1594885939640434
CCOc1ccccc1C1CC(=O)Nc2c1cnn2-c1ccccc1,1,1,0.9999706745147704,29.0,37,moses,vae,2.8368343913952643,3.1117777546571417
Cc1nc(-c2ccccn2)[nH]c(=O)c1CC(=O)NCC(C)C,0,11,0.0,-1.0,40,moses,vae,2.4017972537819645,3.512091085688248
CCCCC1CCC(NC(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)CC1,1,4,0.9758871394015999,27.0,44,moses,vae,2.1580070890194527,4.293410165703728
CC(C)(C)OC(=O)N1CCN(c2cc(N)ncn2)CC1,1,1,0.9998552799224854,8.0,35,moses,vae,2.2479555156711584,2.6790772827924676
CCCCn1nc(C(=O)Nc2ccc(F)cc2Cl)ccc1=O,1,2,0.9984908231556632,22.0,35,moses,vae,2.026296371058132,3.6329108378968704
Cc1ccnc(Nc2nc(CC(=O)NC(C)c3ccccc3)cs2)c1,1,2,0.961519240796484,5.0,40,moses,vae,2.5782812301729248,3.593817697421787
COc1nn(C)cc1C(=O)NCCn1nc(-n2cccn2)ccc1=O,1,6,0.4699746748430964,167.0,40,moses,vae,2.6641951148331966,3.962151036257705
N#CCCN(CCC(F)(F)F)C(=O)Nc1ccccc1Cl,1,2,0.9982046941320276,67.0,34,moses,vae,2.3274824868289308,3.029859266989767
CN(C)C(=O)CNC(=O)c1cc(N)cn1C1CCCC1,0,11,0.0,-1.0,34,moses,vae,2.3999535576291997,4.020658218902922
COC(=O)CN(C(=O)C(C)(C)NC(C)=O)c1ccccc1,1,3,0.9875469898922432,7.0,38,moses,vae,2.3633982907618396,2.27262993666879
Cc1nccc(N2CCCc3ccccc32)c1C#N,1,4,0.8265689837125101,53.0,28,moses,char_rnn,2.3469292232447962,3.2957486298109178
CN(CC(=O)NCc1ncccc1C(F)(F)F)C(=O)c1ccccc1,1,2,0.7297005848845401,55.0,41,moses,char_rnn,2.166716119119787,3.5455396573828826
Cn1cnnc1CNC(=O)c1cc(Cl)ccc1O,1,5,0.7078608078483715,60.0,28,moses,char_rnn,2.1766883490688365,3.5284026340183643
CC(=O)c1ccc(NC(=O)c2cccnc2N2CCCC2)cc1,1,1,0.9337385296821594,71.0,37,moses,char_rnn,1.833882430316491,3.055421371442698
Cc1cc(C(=O)CSc2nc3ccsc3c(=O)[nH]2)c(C)n1C1CC1,1,3,0.8949801782677573,111.0,45,moses,char_rnn,2.6905519773539694,3.8982520024448197
Cc1cc(NC(=O)c2cnn(CC(C)C)c2C)n(C)n1,1,2,0.9967211920174036,95.0,35,moses,char_rnn,2.4151286159042584,3.3856816447192997
Cc1ccc(C)c(C(=O)OCC(=O)c2ccc(C)s2)c1,1,2,0.9298795029913408,4.0,36,moses,char_rnn,1.9902408303564734,2.5251905608150205
Cc1ccc(C(C)NC(=O)NCC(=O)N2CCc3ccccc32)cn1,1,3,0.9442537598645142,128.0,41,moses,char_rnn,2.660543039490367,4.292923928354373
CCCN1C(=O)CCc2cc(NS(=O)(=O)c3cc(C)sc3C)ccc21,1,2,0.997468009738455,105.0,44,moses,char_rnn,2.4143475572468756,4.352574025883899
N#Cc1nc(C(=O)Oc2ccc(NC(=O)c3ccoc3)cc2)cs1,1,4,0.918748811967486,48.0,41,moses,char_rnn,2.54886491101343,3.5947602438871287
COC(=O)CNc1cccc(Cl)c1Cl,1,1,0.9808098673820496,11.0,23,moses,char_rnn,1.9143000188905184,1.9387101151544002
Nc1ccc(C(=O)Nc2cc(Br)c(=O)n(C)c2)cc1,1,3,0.7660853964743242,43.0,36,moses,char_rnn,2.1330409553588385,3.2233542463219207
O=C(Nc1cc(N2CCCCC2)ncn1)c1ccc2cc[nH]c2c1,1,2,0.9974336077012822,12.0,40,moses,char_rnn,2.271994884163366,4.155267418635838
COCc1cc(C)nc2sc3c(c12)CN(C1CC1,-1,11,-1.0,-1.0,30,moses,char_rnn,0.0,1.1742103122535654
CCc1oc2ccccc2c1CN(C)C(=O)c1ccc(=O)n(C)n1,1,2,0.9730783214659532,174.0,40,moses,char_rnn,2.4619416444033355,4.086693442569327
CC(C)CNC(=O)Nc1ccc(F)cc1N1CCCC1,1,2,0.992798403838151,7.0,31,moses,char_rnn,1.9698221140727572,3.5567830491685077
Brc1ccc2oc(-c3ccc(CO)o3)nc2c1,1,3,0.9571007267507564,21.0,29,moses,char_rnn,2.3318926414951875,3.205926281437768
CCCNc1ncc(C(=O)Nc2nc(C)c(C(C)=O)s2)cn1,1,2,0.9970095363058816,46.0,38,moses,char_rnn,2.341682247476795,3.8172169880388815
CC(=O)Nc1cccc(OCCNC(=O)NCc2cccnc2)c1,1,3,0.9982177800590121,13.0,36,moses,char_rnn,1.9222702621839964,3.8221857834643687
