SMILES,property,source
COc1ccc(S(N)(=O)=O)cc1NC(=O)Cn1c(=O)n(CCN2CCN(c3cccnc3OC)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(S(N)(=O)=O)c(OC)c1NC(=O)Cn1c(=O)n(CCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)COC(=O)CN(C)Cn2c(=O)n(CC(=O)NCc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C)c(NC(=O)Cn2c(=O)n(NC(=O)c3cccnc3)c(=O)c3ccccc32)c1OC,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C)c(N(C)CC(=O)NCCn2cnc3ccccc3c2=O)c1OC,SA_osimertinib,chembl/smiles_lstm
COc1cc(N)c(NC(=O)CN(C)C(=O)Cn2c(=O)n(CCN3CCN(c4ccccn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3cnccn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3ccncn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3cnccn3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3ccncn3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)COC(=O)Cn1c(=O)n(CCN2CCN(c3cnccn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)COC(=O)Cn1c(=O)n(CCN2CCN(c3ccncn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNC(=O)Cn1c(=O)n(CCN2CCN(c3cnccn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNC(=O)Cn1c(=O)n(CCN2CCN(c3ccncn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)CNC(=O)Cn2c(=O)n(CCN3CCN(c4cncnc4)CC3)c(=O)c3ccccc32)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CCNC(=O)Cn2c(=O)n(NC(=O)c3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)NNC(=O)Cn2c(=O)n(Cc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN(C)C)c3ccccc3c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN(C)C)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)c3ccccc3n(CC(=O)NCCN(C)C)c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)n(CC(=O)NCc3ccncc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)n(CC(=O)NCc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)CNC(=O)Cn2c(=O)n(-c3ccccn3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)c3ccccc3n(CC(=O)NCCN(C)C)c2=O)cc1N,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)n(CCN(C)C)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C(=O)Cn2c(=O)n(CCN(C)C)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
NC(=O)c1cc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)ccc1O,SA_fexofenadine,chembl/smiles_lstm
O=c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)cc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(C=Cc1ccc(O)c(O)c1)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(C=Cc1cccc(B(O)O)c1)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(O)(CO)CC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(O)(C(=O)O)C2CCN(CCCC(O)(c3ccccc3)c3cccc(O)c3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(O)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
NS(=O)(=O)c1ccc(NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(Cc1cccc(C(=O)O)c1)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(=O)NCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccc(O)cc2)CC1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(O)c(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccccc1C(=O)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(OCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(CO)cc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1cccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1cc(O)c(O)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccc(O)cc2)CC1)c1cccc(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(OCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(O)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1cccc([N+](=O)[O-])c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1O,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(C(=O)O)cc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(O)c1cccc(NCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(OCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(O)cc1O,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1cccc(OCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc([N+](=O)[O-])cc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1cc(OCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)ccc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(CNCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)Nc1ccc([N+](=O)[O-])cc1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,SA_fexofenadine,chembl/smiles_lstm
O=[N+]([O-])c1ccc(NCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccc(O)cc2)CC1)c1cccc([N+](=O)[O-])c1,SA_fexofenadine,chembl/smiles_lstm
O=C(COc1ccc([N+](=O)[O-])cc1)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(Cc1ccc(O)c(O)c1)NCCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCC(CO)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1ccc(NCCCN2CCC(C(O)(c3ccccc3)c3cccc([N+](=O)[O-])c3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(=O)NCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1cccc(O)c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1cc(O)ccc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccc(O)cc3)c3ccccn3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(=O)NC2CCN(CCCC(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccccc1OCCCN1CCC(C(O)(c2ccccc2)c2cccc(O)c2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(S(=O)(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(O)(C(=O)O)C2(O)CCN(CCCC(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1ccc(O)cc1O,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(CCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)Nc1cccc(C(=O)O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(Cc1ccc(O)c(O)c1)NCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)C(=O)c1ccc(OCCCN2CCC(C(O)(c3ccc(O)cc3)c3cccc(O)c3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccc(O)cc3)c3cccnc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1cccc(C(=O)NCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1c(O)cccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccc(O)cc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1cccc(OCCCN2CCC(C(O)(c3ccc(O)cc3)c3cccnc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)C1)c1ccc(O)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1cccc(OCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
NC(=O)c1cccc(C(O)CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(Cc1ccccc1[N+](=O)[O-])NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
NS(=O)(=O)c1ccc(C(=O)OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
NS(=O)(=O)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(O)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(CCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1ccc(O)c(O)c1O,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1cccc(NCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(NCCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(OCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1ccc(O)cc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(OCCO)c1ccc(OCCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=[N+]([O-])c1ccc(S(=O)(=O)CCCN2CCC(C(O)(c3ccccc3)c3ccc(O)cc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1cccc(OCCCN2CCC(C(O)(c3ccc(O)cc3)c3ccccc3O)CC2)c1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)Cc1ccc(OCCCN2CCC(C(O)(c3ccc([N+](=O)[O-])cc3)c3cccnc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(Cc1cccc([N+](=O)[O-])c1)NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,SA_fexofenadine,chembl/smiles_lstm
O=C(CCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NC(=O)c1ccccc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1cccc(O)c1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1cc(O)ccc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)NN=Cc1ccccc1O,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(O)CCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
O=C(O)c1ccc(C(O)=NCCN2CCC(O)(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
N=C(N)c1ccc(OCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c(O)c1,SA_fexofenadine,chembl/smiles_lstm
CCCCCCCOc1ccc(OCCCCCCCCC(=O)Nc2ccc(OC(C)C(=O)O)c(F)c2)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cccc(OC(C)CCCCCCC(=O)Nc2ccc(O)cc2C(=O)O)c1F,SA_Ranolazine,chembl/smiles_lstm
CCOc1c(F)cccc1CCCCCCCC(=O)Nc1ccc(OCCCCCCCC(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
COC(=O)c1cccc(OCCCCCCCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1cc(OCCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cccc(OCCCCCCC(=O)CC(=O)Nc2ccc(F)c(C(=O)O)c2C)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2c(OC)cccc2C(=O)O)cc1F,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2c(O)ccc(F)c2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
C=CCCCCCCOc1cc(OCCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1ccc(OCCCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCC(CC)Oc1cc(OCCCCCC(=O)Nc2ccccc2C(=O)O)c(F)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1cc(OCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCCCCC(=O)Nc2cccc(F)c2C(=O)O)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1ccc(OCCCCCCCCC(=O)NCc2ccc(OC(C)(C)C(=O)O)cc2F)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(O)c(F)c2C=O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1C,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(C)c1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2cc(F)ccc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCC(C)(C)c1ccc(OCCCCCCCCCC(=O)Nc2c(O)ccc(F)c2O)cc1O,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCC=CC(=O)Nc2ccc(F)cc2C(=O)O)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(O)c(F)c2C=O)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCC(=O)NCc2ccc(OC(C)(C)C(=O)O)cc2F)cc1C,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cccc(OCCCCCCC(=O)Nc2c(O)ccc([N+](=O)[O-])c2F)c1C,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCOc1cc(OCCCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2c(O)cccc2C(=O)O)c(F)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(O)c(C(=O)OC)c2C)cc1F,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCOc1ccc(OCCCCCCCCC(=O)NCc2ccc(OC(C)(C)C(=O)O)cc2F)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(CCC(=O)O)cc2F)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1cc(OCCCCCCCCC(=O)Nc2ccc(F)c(OC(=O)O)c2)ccc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCOc1cccc(OCCCCCCCCCC(=O)Nc2ccc(F)c(C(=O)O)c2)c1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(CC(=O)O)cc2F)cc1OC,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(F)cc2C(=O)O)c(OC)c1,SA_Ranolazine,chembl/smiles_lstm
CCCCCCCCCCOc1ccc(OCCCCCCCC(=O)Nc2ccc(C=CC(=O)O)cc2F)cc1OC,SA_Ranolazine,chembl/smiles_lstm
